in s,C1 in V
-1.8989016E+00,-1.57227E+00
-1.8987168E+00,-1.51367E+00
-1.8985320E+00,-1.59180E+00
-1.8983472E+00,-1.57227E+00
-1.8981624E+00,-1.51367E+00
-1.8979776E+00,-1.59180E+00
-1.8977928E+00,-1.65039E+00
-1.8976080E+00,-1.63086E+00
-1.8974232E+00,-1.59180E+00
-1.8972384E+00,-1.55273E+00
-1.8970536E+00,-1.59180E+00
-1.8968688E+00,-1.57227E+00
-1.8966840E+00,-1.61133E+00
-1.8964992E+00,-1.63086E+00
-1.8963144E+00,-1.59180E+00
-1.8961296E+00,-1.61133E+00
-1.8959448E+00,-1.59180E+00
-1.8957600E+00,-1.59180E+00
-1.8955752E+00,-1.57227E+00
-1.8953904E+00,-1.68945E+00
-1.8952056E+00,-1.59180E+00
-1.8950208E+00,-1.57227E+00
-1.8948360E+00,-1.61133E+00
-1.8946512E+00,-1.57227E+00
-1.8944664E+00,-1.63086E+00
-1.8942816E+00,-1.59180E+00
-1.8940968E+00,-1.59180E+00
-1.8939120E+00,-1.65039E+00
-1.8937272E+00,-1.57227E+00
-1.8935424E+00,-1.55273E+00
-1.8933576E+00,-1.57227E+00
-1.8931728E+00,-1.57227E+00
-1.8929880E+00,-1.61133E+00
-1.8928032E+00,-1.63086E+00
-1.8926184E+00,-1.68945E+00
-1.8924336E+00,-1.59180E+00
-1.8922488E+00,-1.63086E+00
-1.8920640E+00,-1.63086E+00
-1.8918792E+00,-1.57227E+00
-1.8916944E+00,-1.59180E+00
-1.8915096E+00,-1.57227E+00
-1.8913248E+00,-1.59180E+00
-1.8911400E+00,-1.59180E+00
-1.8909552E+00,-1.61133E+00
-1.8907704E+00,-1.66992E+00
-1.8905856E+00,-1.57227E+00
-1.8904008E+00,-1.65039E+00
-1.8902160E+00,-1.66992E+00
-1.8900312E+00,-1.66992E+00
-1.8898464E+00,-1.65039E+00
-1.8896616E+00,-1.59180E+00
-1.8894768E+00,-1.61133E+00
-1.8892920E+00,-1.63086E+00
-1.8891072E+00,-1.65039E+00
-1.8889224E+00,-1.63086E+00
-1.8887376E+00,-1.59180E+00
-1.8885528E+00,-1.65039E+00
-1.8883680E+00,-1.59180E+00
-1.8881832E+00,-1.59180E+00
-1.8879984E+00,-1.61133E+00
